drop_type,mob_vnum,mob_name,mob_level,mob_exp,drop_slot,item_vnum,item_name,drop_rate,rate_scale,group_num,group_type
group,524,Soul_knight,370,1200000000,3,2049,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2050,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2051,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2052,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2053,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2054,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,3,2055,,1000000,roll_0_1000000,102,1
group,524,Soul_knight,370,1200000000,4,1073,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1077,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1078,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1079,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1080,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1081,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1087,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1539,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1540,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1541,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1542,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1543,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1544,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1841,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1842,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1843,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1844,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1845,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1958,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,1959,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,2044,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,2045,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,2046,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,2047,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3331,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3593,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3807,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3808,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3809,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3810,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,3811,,1000000,roll_0_1000000,802,0
group,524,Soul_knight,370,1200000000,4,10023,,1000000,roll_0_1000000,802,0
direct,525,Lamia,370,1500000000,0,331,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,1,1967,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,2,1067,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,3,1966,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,4,1044,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,5,3614,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,6,3653,,10000,roll_0_10000,,
direct,525,Lamia,370,1500000000,7,3246,,10000,roll_0_10000,,
group,525,Lamia,370,1500000000,0,1797,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1798,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1799,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1800,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1801,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1802,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1803,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1804,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1805,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1806,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1807,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1808,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1809,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1810,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1811,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1812,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1813,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1814,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1815,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,1816,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2153,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2154,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2941,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2950,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2951,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2952,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,2953,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3148,,350000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3600,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3601,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3602,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3603,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3604,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3605,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3606,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3607,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3608,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3609,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3610,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3611,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3612,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3613,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3614,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3615,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3616,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3617,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3618,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3619,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3620,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3621,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3622,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,0,3623,,1000000,roll_0_1000000,101,1
group,525,Lamia,370,1500000000,1,2028,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2029,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2030,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2031,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2032,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2033,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2034,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2035,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2036,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2037,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2038,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2039,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2040,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2041,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2042,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,1,2043,,1000000,roll_0_1000000,201,1
group,525,Lamia,370,1500000000,2,1044,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,1067,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,1068,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,1966,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,1967,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,3331,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,3332,,5000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,3337,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,2,10008,,1000000,roll_0_1000000,301,0
group,525,Lamia,370,1500000000,3,2049,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2050,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2051,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2052,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2053,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2054,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,3,2055,,1000000,roll_0_1000000,102,1
group,525,Lamia,370,1500000000,4,1073,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1077,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1078,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1079,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1080,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1081,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1087,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1539,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1540,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1541,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1542,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1543,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1544,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1841,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1842,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1843,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1844,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1845,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1958,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,1959,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,2044,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,2045,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,2046,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,2047,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3331,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3593,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3807,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3808,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3809,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3810,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,3811,,1000000,roll_0_1000000,802,0
group,525,Lamia,370,1500000000,4,10023,,1000000,roll_0_1000000,802,0
direct,526,Human boss 3,380,10000000000,0,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,1,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,2,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,3,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,4,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,5,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,6,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,7,1044,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,8,2155,,10000,roll_0_10000,,
direct,526,Human boss 3,380,10000000000,9,2156,,10000,roll_0_10000,,
group,526,Human boss 3,380,10000000000,0,3600,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3601,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3602,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3603,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3604,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3605,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3606,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3607,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3608,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3609,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3610,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3611,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3612,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3613,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3614,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3615,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3616,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3617,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3618,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3619,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3620,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3621,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3622,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,0,3623,,750000,roll_0_1000000,303,1
group,526,Human boss 3,380,10000000000,1,1560,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1561,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1562,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1563,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1564,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1565,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1566,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1567,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1568,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1569,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1570,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1571,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1572,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1573,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1574,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1575,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1576,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1577,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1578,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,1,1579,,1000000,roll_0_1000000,901,1
group,526,Human boss 3,380,10000000000,2,729,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,730,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,734,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,736,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,737,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,750,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,751,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,752,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,753,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,754,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,756,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,772,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,773,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,774,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,775,,1000000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2049,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2050,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2051,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2052,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2053,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2054,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,2,2055,,500000,roll_0_1000000,902,1
group,526,Human boss 3,380,10000000000,4,220,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,221,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,227,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,228,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1067,,1000000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1067,,1000000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1068,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1073,,1000000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1960,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1961,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1962,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1963,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1964,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1965,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1966,,150000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1966,,150000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1967,,150000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,1967,,150000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,2237,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,2238,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,2239,,50000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,3331,,150000,roll_0_1000000,304,0
group,526,Human boss 3,380,10000000000,4,3331,,150000,roll_0_1000000,304,0
direct,527,Str_Raptoroid,300,11000000,0,700,,2000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,1,705,,2500,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,2,711,,3000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,3,698,,3000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,4,527,,2000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,5,534,,10000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,6,777,,10000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,7,787,,10000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,8,784,,10000,roll_0_10000,,
direct,527,Str_Raptoroid,300,11000000,9,1040,,10000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,0,704,,3000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,1,709,,3000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,2,699,,3000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,3,702,,3000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,4,527,,3000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,5,534,,10000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,6,796,,10000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,7,793,,10000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,8,787,,10000,roll_0_10000,,
direct,528,Str_Parkikepaloid,302,11200000,9,1041,,10000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,0,708,,1000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,1,697,,1000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,2,703,,1000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,3,706,,1000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,4,527,,1000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,5,534,,6000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,6,781,,10000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,7,777,,10000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,8,784,,10000,roll_0_10000,,
direct,529,Str_Uokepaloid,304,11400000,9,1040,,10000,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,0,1175,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,1,1179,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,2,631,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,3,635,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,4,626,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,5,878,,500,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,6,1050,,4000,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,7,814,,1000,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,8,797,,8000,roll_0_10000,,
direct,530,Str_Fist Genter,306,11600000,9,794,,2000,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,0,1169,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,1,1173,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,2,984,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,3,989,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,4,995,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,5,998,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,6,220,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,7,219,,500,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,8,777,,4000,roll_0_10000,,
direct,531,Str_X-Genter,308,11800000,9,1047,,8500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,0,1177,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,1,1181,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,2,624,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,3,629,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,4,633,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,5,880,,500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,6,815,,1500,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,7,220,,6000,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,8,219,,1000,roll_0_10000,,
direct,532,Str_Hammer Genter,310,12000000,9,793,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,0,1167,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,1,1171,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,2,992,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,3,997,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,4,986,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,5,990,,1000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,6,810,,3000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,7,220,,2000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,8,219,,2000,roll_0_10000,,
direct,533,Str_Iron Genter,313,12300000,9,793,,10000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,0,1186,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,1,1182,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,2,884,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,3,888,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,4,892,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,5,896,,2000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,6,1069,,4000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,7,779,,10000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,8,778,,10000,roll_0_10000,,
direct,534,Str_Xpier Genter,315,12500000,9,221,,4000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,0,1831,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,1,1183,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,2,887,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,3,891,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,4,883,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,5,886,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,6,1070,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,7,219,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,8,220,,10000,roll_0_10000,,
direct,535,Str_Iron Earthkite,320,13000000,9,221,,10000,roll_0_10000,,
